fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value.1,DATE_x,CSENT,Interest_rate
2017,1,3,13,Application Tooling Group,Americas,150,Miscellaneous Tools,182.0,37610.99,19894.75,19148.194,2017-03-01,96.9,1.5
2019,2,5,22,Application Tooling Group,Americas,48,Certified Hand Tools,309.0,155481.48,21013.085,21272.448,2019-05-01,100.0,3.0
2016,1,3,11,Application Tooling Group,Americas,51,Connector Seating Machines,8.0,13715.79,18968.041,18425.306,2016-03-01,91.0,1.0
2020,4,10,41,Application Tooling Group,Americas,51,Connector Seating Machines,3.0,205.3,21362.428,21704.706,2020-10-01,81.8,0.25
2021,2,5,20,Application Tooling Group,Americas,148,Powered Crimp Tools,41.0,67402.22,22313.85,23046.934,2021-05-01,82.9,0.25
2015,2,4,17,Application Tooling Group,Americas,48,Certified Hand Tools,161.0,91648.27,17991.348,18193.707,2015-04-01,95.9,0.75
2019,4,11,48,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,16.0,18770.03,21531.839,21706.532,2019-11-01,96.8,2.25
2017,3,7,30,Application Tooling Group,Americas,48,Certified Hand Tools,222.0,140908.73,19304.506,19561.896,2017-07-01,93.4,1.75
2016,2,5,19,Application Tooling Group,Americas,150,Miscellaneous Tools,203.0,42505.29,18425.306,18611.617,2016-05-01,94.7,1.0
2015,4,12,49,Application Tooling Group,Americas,43,Pin Insertion Machines,21.0,9132.49,18306.96,18332.079,2015-12-01,92.6,1.0
2017,2,4,17,Application Tooling Group,Americas,51,Connector Seating Machines,13.0,216932.88,19148.194,19304.506,2017-04-01,97.0,1.5
2018,2,5,22,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,123.0,31540.51,20155.486,20470.197,2018-05-01,98.0,2.25
2018,2,5,21,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,27.0,2663.65,20155.486,20470.197,2018-05-01,98.0,2.25
2019,2,6,24,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,27.0,1284.09,21013.085,21272.448,2019-06-01,98.2,3.0
2016,2,5,18,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,27.0,66618.62,18425.306,18611.617,2016-05-01,94.7,1.0
2018,3,8,34,Application Tooling Group,Americas,43,Pin Insertion Machines,5.0,4358.5,20470.197,20687.278,2018-08-01,96.2,2.5
2022,3,9,39,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,267.0,50385.06,25248.476,25723.941,2022-09-01,58.6,
2019,3,7,28,Application Tooling Group,Americas,42,Assembled Applicators,2345.0,340984.07,21272.448,21531.839,2019-07-01,98.4,3.0
2017,2,6,23,Application Tooling Group,Americas,389,Presses & Terminators,115.0,54525.02,19148.194,19304.506,2017-06-01,95.0,1.75
2016,4,11,45,Application Tooling Group,Americas,48,Certified Hand Tools,252.0,117885.52,18775.459,18968.041,2016-11-01,93.8,1.0
2015,1,3,12,Application Tooling Group,Americas,48,Certified Hand Tools,160.0,46022.92,18332.079,17991.348,2015-03-01,93.0,0.75
2017,1,2,5,Application Tooling Group,Americas,48,Certified Hand Tools,213.0,144779.78,19894.75,19148.194,2017-02-01,96.3,1.25
2017,2,4,15,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,3600.01,19148.194,19304.506,2017-04-01,97.0,1.5
2015,2,4,15,Application Tooling Group,Americas,48,Certified Hand Tools,230.0,126837.44,17991.348,18193.707,2015-04-01,95.9,0.75
2022,4,11,48,Application Tooling Group,Americas,43,Pin Insertion Machines,40.0,11176.99,25723.941,26144.956,2022-11-01,56.8,
2022,2,6,25,Application Tooling Group,Americas,42,Assembled Applicators,1982.0,874251.86,24740.48,25248.476,2022-06-01,50.0,
2021,3,9,36,Application Tooling Group,Americas,42,Assembled Applicators,1656.0,254004.4,23046.934,23550.42,2021-09-01,72.8,
2020,4,11,46,Application Tooling Group,Americas,42,Assembled Applicators,1703.0,189708.91,21362.428,21704.706,2020-11-01,76.9,0.25
2022,1,1,2,Application Tooling Group,Americas,50,Insertion-Extraction Tools,11315.0,42233.49,26144.956,24740.48,2022-01-01,67.2,
2021,4,10,42,Application Tooling Group,Americas,43,Pin Insertion Machines,9.0,4880.64,23550.42,24349.121,2021-10-01,71.7,
2022,2,4,17,Application Tooling Group,Americas,48,Certified Hand Tools,251.0,162536.78,24740.48,25248.476,2022-04-01,65.2,
2021,4,10,40,Application Tooling Group,Americas,148,Powered Crimp Tools,13.0,12807.37,23550.42,24349.121,2021-10-01,71.7,
2015,4,10,40,Application Tooling Group,Americas,148,Powered Crimp Tools,11.0,26590.0,18306.96,18332.079,2015-10-01,90.0,0.75
2017,4,12,51,Application Tooling Group,Americas,50,Insertion-Extraction Tools,35465.0,82980.93,19561.896,19894.75,2017-12-01,95.9,2.0
2019,4,10,43,Application Tooling Group,Americas,148,Powered Crimp Tools,79.0,91313.65,21531.839,21706.532,2019-10-01,95.5,2.25
2016,4,11,46,Application Tooling Group,Americas,51,Connector Seating Machines,7.0,6065.1,18775.459,18968.041,2016-11-01,93.8,1.0
2015,3,9,38,Application Tooling Group,Americas,50,Insertion-Extraction Tools,5811.0,30937.94,18193.707,18306.96,2015-09-01,87.2,0.75
2015,3,7,29,Application Tooling Group,Americas,50,Insertion-Extraction Tools,17203.0,48380.69,18193.707,18306.96,2015-07-01,93.1,0.75
2016,4,10,43,Application Tooling Group,Americas,50,Insertion-Extraction Tools,25216.0,50927.51,18775.459,18968.041,2016-10-01,87.2,1.0
2017,3,7,30,Application Tooling Group,Americas,148,Powered Crimp Tools,50.0,52800.39,19304.506,19561.896,2017-07-01,93.4,1.75
2015,2,6,25,Application Tooling Group,Americas,42,Assembled Applicators,1952.0,1058417.59,17991.348,18193.707,2015-06-01,96.1,0.75
2020,2,5,19,Application Tooling Group,Americas,42,Assembled Applicators,1709.0,243684.42,21538.032,19636.731,2020-05-01,72.3,0.25
2021,2,5,19,Application Tooling Group,Americas,389,Presses & Terminators,93.0,20914.58,22313.85,23046.934,2021-05-01,82.9,0.25
2021,2,6,26,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,114.0,22191.11,22313.85,23046.934,2021-06-01,85.5,0.25
2021,2,5,20,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,8.0,1095.71,22313.85,23046.934,2021-05-01,82.9,0.25
2022,4,12,49,Application Tooling Group,Americas,42,Assembled Applicators,1464.0,302805.52,25723.941,26144.956,2022-12-01,59.7,
2021,3,9,38,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,13.0,40567.1,23046.934,23550.42,2021-09-01,72.8,
2018,2,5,22,Application Tooling Group,Americas,389,Presses & Terminators,206.0,86369.4,20155.486,20470.197,2018-05-01,98.0,2.25
2016,3,7,28,Application Tooling Group,Americas,42,Assembled Applicators,1847.0,259823.91,18611.617,18775.459,2016-07-01,90.0,1.0
2017,4,12,50,Application Tooling Group,Americas,42,Assembled Applicators,1929.0,257015.07,19561.896,19894.75,2017-12-01,95.9,2.0
2019,1,3,10,Application Tooling Group,Americas,150,Miscellaneous Tools,361.0,53072.24,21706.532,21013.085,2019-03-01,98.4,3.0
2016,3,7,27,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,173.0,52751.13,18611.617,18775.459,2016-07-01,90.0,1.0
2016,3,9,38,Application Tooling Group,Americas,51,Connector Seating Machines,8.0,28486.4,18611.617,18775.459,2016-09-01,91.2,1.0
2017,4,12,51,Application Tooling Group,Americas,51,Connector Seating Machines,13.0,21015.77,19561.896,19894.75,2017-12-01,95.9,2.0
2016,2,6,25,Application Tooling Group,Americas,50,Insertion-Extraction Tools,13475.0,85069.93,18425.306,18611.617,2016-06-01,93.5,1.0
2015,1,3,11,Application Tooling Group,Americas,50,Insertion-Extraction Tools,19998.0,41825.5,18332.079,17991.348,2015-03-01,93.0,0.75
2017,2,4,15,Application Tooling Group,Americas,50,Insertion-Extraction Tools,71369.0,99524.94,19148.194,19304.506,2017-04-01,97.0,1.5
2017,3,8,35,Application Tooling Group,Americas,50,Insertion-Extraction Tools,16126.0,73460.92,19304.506,19561.896,2017-08-01,96.8,1.75
2019,4,11,48,Application Tooling Group,Americas,148,Powered Crimp Tools,109.0,150669.77,21531.839,21706.532,2019-11-01,96.8,2.25
2018,1,2,7,Application Tooling Group,Americas,50,Insertion-Extraction Tools,18627.0,72278.02,20819.269,20155.486,2018-02-01,99.7,2.0
2016,3,8,32,Application Tooling Group,Americas,148,Powered Crimp Tools,85.0,77810.62,18611.617,18775.459,2016-08-01,89.8,1.0
2022,3,8,35,Application Tooling Group,Americas,150,Miscellaneous Tools,429.0,96416.07,25248.476,25723.941,2022-08-01,58.2,
2020,4,11,45,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,30.0,7287.5,21362.428,21704.706,2020-11-01,76.9,0.25
2016,1,1,4,Application Tooling Group,Americas,148,Powered Crimp Tools,46.0,105230.52,18968.041,18425.306,2016-01-01,92.0,1.0
2017,4,10,41,Application Tooling Group,Americas,50,Insertion-Extraction Tools,25118.0,53099.27,19561.896,19894.75,2017-10-01,100.7,1.75
2016,4,12,50,Application Tooling Group,Americas,389,Presses & Terminators,107.0,8342.17,18775.459,18968.041,2016-12-01,98.2,1.25
2017,4,10,41,Application Tooling Group,Americas,389,Presses & Terminators,153.0,33575.64,19561.896,19894.75,2017-10-01,100.7,1.75
2017,3,8,33,Application Tooling Group,Americas,48,Certified Hand Tools,395.0,136748.8,19304.506,19561.896,2017-08-01,96.8,1.75
2021,1,1,3,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,24.0,43991.63,24349.121,22313.85,2021-01-01,79.0,0.25
2020,4,12,51,Application Tooling Group,Americas,42,Assembled Applicators,1400.0,826157.14,21362.428,21704.706,2020-12-01,80.7,0.25
2020,1,3,12,Application Tooling Group,Americas,42,Assembled Applicators,1630.0,904658.08,21704.706,21538.032,2020-03-01,89.1,0.25
2021,1,1,3,Application Tooling Group,Americas,42,Assembled Applicators,1736.0,839281.27,24349.121,22313.85,2021-01-01,79.0,0.25
2021,2,6,25,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,16.0,42331.41,22313.85,23046.934,2021-06-01,85.5,0.25
2021,2,6,24,Application Tooling Group,Americas,42,Assembled Applicators,2263.0,290810.56,22313.85,23046.934,2021-06-01,85.5,0.25
2021,3,8,34,Application Tooling Group,Americas,42,Assembled Applicators,2170.0,1039159.68,23046.934,23550.42,2021-08-01,70.3,0.25
2021,3,9,38,Application Tooling Group,Americas,389,Presses & Terminators,117.0,247390.7,23046.934,23550.42,2021-09-01,72.8,
2022,4,12,53,Application Tooling Group,Americas,43,Pin Insertion Machines,4.0,1616551.0,25723.941,26144.956,2022-12-01,59.7,
2020,1,2,9,Application Tooling Group,Americas,150,Miscellaneous Tools,72.0,13347.84,21704.706,21538.032,2020-02-01,101.0,2.25
2021,3,8,33,Application Tooling Group,Americas,51,Connector Seating Machines,1.0,-1260.58,23046.934,23550.42,2021-08-01,70.3,0.25
2021,3,7,30,Application Tooling Group,Americas,43,Pin Insertion Machines,13.0,12298.5,23046.934,23550.42,2021-07-01,81.2,0.25
2016,4,12,51,Application Tooling Group,Americas,50,Insertion-Extraction Tools,19347.0,40583.55,18775.459,18968.041,2016-12-01,98.2,1.25
2018,3,7,28,Application Tooling Group,Americas,50,Insertion-Extraction Tools,28892.0,77885.75,20470.197,20687.278,2018-07-01,97.9,2.5
2016,3,7,27,Application Tooling Group,Americas,150,Miscellaneous Tools,303.0,71178.07,18611.617,18775.459,2016-07-01,90.0,1.0
2019,4,12,50,Application Tooling Group,Americas,50,Insertion-Extraction Tools,63591.0,70753.97,21531.839,21706.532,2019-12-01,99.3,2.25
2020,2,5,19,Application Tooling Group,Americas,150,Miscellaneous Tools,255.0,68074.44,21538.032,19636.731,2020-05-01,72.3,0.25
2020,1,2,6,Application Tooling Group,Americas,150,Miscellaneous Tools,863.0,177641.59,21704.706,21538.032,2020-02-01,101.0,2.25
2020,3,8,33,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,59324.0,19636.731,21362.428,2020-08-01,74.1,0.25
2022,2,4,17,Application Tooling Group,Americas,148,Powered Crimp Tools,28.0,53634.65,24740.48,25248.476,2022-04-01,65.2,
2022,4,10,40,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,178.0,31508.97,25723.941,26144.956,2022-10-01,59.9,
2017,1,2,6,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,45.0,172583.83,19894.75,19148.194,2017-02-01,96.3,1.25
2020,4,11,45,Application Tooling Group,Americas,389,Presses & Terminators,174.0,57565.11,21362.428,21704.706,2020-11-01,76.9,0.25
2015,4,11,45,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,136.0,24821.91,18306.96,18332.079,2015-11-01,91.3,0.75
2016,1,2,5,Application Tooling Group,Americas,51,Connector Seating Machines,10.0,12248.65,18968.041,18425.306,2016-02-01,91.7,1.0
2018,1,2,7,Application Tooling Group,Americas,150,Miscellaneous Tools,328.0,57965.09,20819.269,20155.486,2018-02-01,99.7,2.0
2017,4,10,43,Application Tooling Group,Americas,51,Connector Seating Machines,10.0,67273.03,19561.896,19894.75,2017-10-01,100.7,1.75
2015,4,10,41,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,23.0,12130.37,18306.96,18332.079,2015-10-01,90.0,0.75
2018,2,6,23,Application Tooling Group,Americas,42,Assembled Applicators,2469.0,352673.48,20155.486,20470.197,2018-06-01,98.2,2.5
2020,2,5,21,Application Tooling Group,Americas,48,Certified Hand Tools,137.0,126107.08,21538.032,19636.731,2020-05-01,72.3,0.25
2021,4,11,46,Application Tooling Group,Americas,148,Powered Crimp Tools,30.0,4843.82,23550.42,24349.121,2021-11-01,67.4,
2022,4,10,42,Application Tooling Group,Americas,148,Powered Crimp Tools,3.0,12399.04,25723.941,26144.956,2022-10-01,59.9,
2022,2,4,17,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,17.0,52415.46,24740.48,25248.476,2022-04-01,65.2,
2019,2,6,23,Application Tooling Group,Americas,150,Miscellaneous Tools,342.0,113139.39,21013.085,21272.448,2019-06-01,98.2,3.0
2018,3,8,32,Application Tooling Group,Americas,148,Powered Crimp Tools,72.0,77600.78,20470.197,20687.278,2018-08-01,96.2,2.5
2019,1,1,3,Application Tooling Group,Americas,50,Insertion-Extraction Tools,38183.0,93969.93,21706.532,21013.085,2019-01-01,91.2,3.0
2019,1,2,7,Application Tooling Group,Americas,51,Connector Seating Machines,23.0,22724.52,21706.532,21013.085,2019-02-01,93.8,3.0
2018,1,3,12,Application Tooling Group,Americas,50,Insertion-Extraction Tools,59954.0,77549.49,20819.269,20155.486,2018-03-01,101.4,2.25
2015,4,12,52,Application Tooling Group,Americas,50,Insertion-Extraction Tools,65618.0,67800.36,18306.96,18332.079,2015-12-01,92.6,1.0
2017,4,11,48,Application Tooling Group,Americas,150,Miscellaneous Tools,520.0,79643.9,19561.896,19894.75,2017-11-01,98.5,1.75
2016,2,4,17,Application Tooling Group,Americas,150,Miscellaneous Tools,407.0,72610.54,18425.306,18611.617,2016-04-01,89.0,1.0
2018,2,4,15,Application Tooling Group,Americas,48,Certified Hand Tools,177.0,77662.87,20155.486,20470.197,2018-04-01,98.8,2.25
2018,3,7,28,Application Tooling Group,Americas,150,Miscellaneous Tools,341.0,75052.81,20470.197,20687.278,2018-07-01,97.9,2.5
2019,4,11,44,Application Tooling Group,Americas,148,Powered Crimp Tools,57.0,53291.11,21531.839,21706.532,2019-11-01,96.8,2.25
2016,2,5,19,Application Tooling Group,Americas,42,Assembled Applicators,1789.0,237465.96,18425.306,18611.617,2016-05-01,94.7,1.0
2015,3,9,38,Application Tooling Group,Americas,43,Pin Insertion Machines,17.0,20821.31,18193.707,18306.96,2015-09-01,87.2,0.75
2019,1,1,3,Application Tooling Group,Americas,43,Pin Insertion Machines,43.0,12801.61,21706.532,21013.085,2019-01-01,91.2,3.0
2016,1,1,1,Application Tooling Group,Americas,150,Miscellaneous Tools,550.0,85659.46,18968.041,18425.306,2016-01-01,92.0,1.0
2019,4,12,51,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,55.0,55364.64,21531.839,21706.532,2019-12-01,99.3,2.25
2016,4,11,45,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,82.0,7094.0,18775.459,18968.041,2016-11-01,93.8,1.0
2018,2,4,16,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,112.0,55681.34,20155.486,20470.197,2018-04-01,98.8,2.25
2018,1,3,11,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,67.0,63474.55,20819.269,20155.486,2018-03-01,101.4,2.25
2018,2,4,14,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,49.0,5166.3,20155.486,20470.197,2018-04-01,98.8,2.25
2017,1,3,10,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,50.0,6374.5,19894.75,19148.194,2017-03-01,96.9,1.5
2019,1,3,13,Application Tooling Group,Americas,48,Certified Hand Tools,672.0,95536.07,21706.532,21013.085,2019-03-01,98.4,3.0
2019,4,11,45,Application Tooling Group,Americas,48,Certified Hand Tools,282.0,134662.06,21531.839,21706.532,2019-11-01,96.8,2.25
2015,3,7,30,Application Tooling Group,Americas,48,Certified Hand Tools,254.0,133247.52,18193.707,18306.96,2015-07-01,93.1,0.75
2016,2,4,15,Application Tooling Group,Americas,48,Certified Hand Tools,200.0,60507.17,18425.306,18611.617,2016-04-01,89.0,1.0
2017,1,2,9,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,379.0,35367.64,19894.75,19148.194,2017-02-01,96.3,1.25
2022,4,11,47,Application Tooling Group,Americas,51,Connector Seating Machines,6.0,64109.31,25723.941,26144.956,2022-11-01,56.8,
2022,2,6,24,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,14.0,2227.22,24740.48,25248.476,2022-06-01,50.0,
2021,3,9,36,Application Tooling Group,Americas,148,Powered Crimp Tools,8.0,19713.3,23046.934,23550.42,2021-09-01,72.8,
2022,2,5,20,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,89871.58,24740.48,25248.476,2022-05-01,58.4,
2022,1,2,8,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,1.0,49163.37,26144.956,24740.48,2022-02-01,62.8,
2016,4,12,51,Application Tooling Group,Americas,51,Connector Seating Machines,11.0,20137.01,18775.459,18968.041,2016-12-01,98.2,1.25
2018,4,11,44,Application Tooling Group,Americas,50,Insertion-Extraction Tools,27884.0,102404.25,20687.278,20819.269,2018-11-01,97.5,2.75
2017,3,9,37,Application Tooling Group,Americas,389,Presses & Terminators,83.0,274214.01,19304.506,19561.896,2017-09-01,95.1,1.75
2018,1,1,3,Application Tooling Group,Americas,389,Presses & Terminators,31.0,231313.08,20819.269,20155.486,2018-01-01,95.7,2.0
2015,4,11,47,Application Tooling Group,Americas,42,Assembled Applicators,1944.0,1220014.11,18306.96,18332.079,2015-11-01,91.3,0.75
2015,3,7,29,Application Tooling Group,Americas,42,Assembled Applicators,2653.0,1137400.89,18193.707,18306.96,2015-07-01,93.1,0.75
2018,3,7,27,Application Tooling Group,Americas,50,Insertion-Extraction Tools,47078.0,60167.51,20470.197,20687.278,2018-07-01,97.9,2.5
2015,4,11,47,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,36193.52,18306.96,18332.079,2015-11-01,91.3,0.75
2015,2,6,25,Application Tooling Group,Americas,50,Insertion-Extraction Tools,19535.0,48818.44,17991.348,18193.707,2015-06-01,96.1,0.75
2019,3,9,38,Application Tooling Group,Americas,148,Powered Crimp Tools,67.0,73023.93,21272.448,21531.839,2019-09-01,93.2,2.5
2016,1,3,11,Application Tooling Group,Americas,50,Insertion-Extraction Tools,11122.0,36238.3,18968.041,18425.306,2016-03-01,91.0,1.0
2015,1,1,3,Application Tooling Group,Americas,50,Insertion-Extraction Tools,14413.0,38631.89,18332.079,17991.348,2015-01-01,98.1,0.75
2018,3,9,38,Application Tooling Group,Americas,42,Assembled Applicators,2368.0,977449.02,20470.197,20687.278,2018-09-01,100.1,2.75
2018,2,5,20,Application Tooling Group,Americas,43,Pin Insertion Machines,8.0,10472.82,20155.486,20470.197,2018-05-01,98.0,2.25
