fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value
2018,3,9,37,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,201.0,188824.29,20470.197
2017,1,1,3,"Aerospace, Defense & Marine",Americas,088,G Series Products,16451.0,3354.53,19894.75
2017,1,2,9,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,53746.8,217633.51,19894.75
2017,4,12,52,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,22946.0,121496.32,19561.896
2015,1,3,10,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,29977.0,306036.09,18332.079
2018,4,10,42,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,109900.0,319693.96,20687.278
2016,3,8,32,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,108.0,68367.76,18611.617
2015,1,2,8,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,6.0,29864.81,18332.079
2022,4,11,45,"Aerospace, Defense & Marine",Americas,914,55 Cable,186091.68,330460.09,25723.941
2022,3,9,36,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,277497.0,236087.61,25248.476
2021,3,9,38,"Aerospace, Defense & Marine",Americas,299,Box Connectors,9276.0,128006.4,23046.934
2022,3,8,35,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,60.0,114153.64,25248.476
2022,4,11,47,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,128.0,24675.69,25723.941
2022,2,4,17,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,218.0,170709.75,24740.48
2022,2,5,18,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,777.0,251882.63,24740.48
2021,3,8,33,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,62.0,192019.77,23046.934
2021,1,2,8,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,27117.56,115000.29,24349.121
2021,1,2,6,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,7581.0,355164.23,24349.121
2021,2,5,22,"Aerospace, Defense & Marine",Americas,088,G Series Products,83487.0,215593.84,22313.85
2021,2,4,16,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,3344.0,201326.07,22313.85
2021,3,7,29,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,164.0,59800.49,23046.934
2021,2,4,14,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,53.0,15583.07,22313.85
2021,1,2,9,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,13958.0,496964.48,24349.121
2021,4,11,44,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,14158.0,262697.44,23550.42
2021,3,7,27,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,159.0,25796.66,23046.934
2022,2,4,17,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,5397.0,334953.74,24740.48
2020,1,2,9,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,163511.0,296484.31,21704.706
2020,2,4,17,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,354570.0,630518.04,21538.032
2020,4,11,45,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,7506.0,263796.54,21362.428
2020,4,10,43,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,4263.0,232710.78,21362.428
2020,4,11,48,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,11006.0,15372.74,21362.428
2020,4,12,51,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,1815.0,175066.63,21362.428
2020,4,10,43,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,18689.0,138680.66,21362.428
2020,4,11,46,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,196364.0,382055.71,21362.428
2021,2,6,25,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,19993.0,112052.98,22313.85
2021,1,1,3,"Aerospace, Defense & Marine",Americas,JD8,Signal,1407453.0,246958.79,24349.121
2021,2,5,18,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,278.0,2414.67,22313.85
2021,4,11,46,"Aerospace, Defense & Marine",Americas,914,55 Cable,130079.801,154039.72,23550.42
2022,2,5,19,"Aerospace, Defense & Marine",Americas,JD2,369,6677.0,55389.47,24740.48
2020,4,10,41,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,1092.0,560244.47,21362.428
2020,4,11,44,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,555.0,502482.75,21362.428
2020,4,10,43,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,1839.0,213347.57,21362.428
2020,2,6,24,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,1361.0,324716.81,21538.032
2015,1,2,9,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,4289.0,44430.97,18332.079
2019,2,6,26,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,2721.0,210475.87,21013.085
2019,1,2,9,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,6152.0,81855.74,21706.532
2017,4,11,47,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,561.0,116292.62,19561.896
2018,2,4,15,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,4163.0,43393.49,20155.486
2017,1,1,2,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,364.236,11519.8,19894.75
2019,1,1,4,"Aerospace, Defense & Marine",Americas,299,Box Connectors,746.0,10815.63,21706.532
2017,3,8,34,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,7.0,14588.69,19304.506
2017,1,3,12,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,28.0,130464.0,19894.75
2018,4,11,48,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,60.0,543510.0,20687.278
2019,4,10,40,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,22342.52,17492.0,21531.839
2015,1,3,12,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,2272.0,122722.8,18332.079
2017,1,1,3,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,735.0,58543.01,19894.75
2015,4,11,44,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,4621.0,112284.62,18306.96
2018,2,4,17,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,221.0,31973.36,20155.486
2015,2,4,17,"Aerospace, Defense & Marine",Americas,088,G Series Products,30505.0,23470.91,17991.348
2018,3,9,36,"Aerospace, Defense & Marine",Americas,JC3,Engine,1394.0,21053.71,20470.197
2017,3,8,34,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,643.0,51648.51,19304.506
2016,3,8,35,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,2061.0,193828.41,18611.617
2018,1,2,6,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,5011.0,141410.58,20819.269
2019,3,8,33,"Aerospace, Defense & Marine",Americas,JC3,Engine,1949.0,60250.77,21272.448
2018,4,12,49,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,40.0,40894.02,20687.278
2022,1,3,10,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,5.0,17973.0,26144.956
2021,4,12,52,"Aerospace, Defense & Marine",Americas,F40,Hartman Panels and Miscellaneous,32.0,274924.2,23550.42
2020,3,7,29,"Aerospace, Defense & Marine",Americas,V45,Cable Actuated (String Pots),0.0,-200.0,19636.731
2021,4,12,50,"Aerospace, Defense & Marine",Americas,912,44 Cable,-4701.54,699.65,23550.42
2021,4,12,49,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,16.0,65569.8,23550.42
2022,1,2,9,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,3470.0,90851.38,26144.956
2018,4,11,44,"Aerospace, Defense & Marine",Americas,F39,Hartman DC Contactors,27.0,22401.45,20687.278
2019,2,4,17,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,9781.0,100973.77,21013.085
2017,3,9,37,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,1876.0,97594.3,19304.506
2019,1,2,8,"Aerospace, Defense & Marine",Americas,712,System 6,75250.0,23203.95,21706.532
2016,2,6,26,"Aerospace, Defense & Marine",Americas,712,System 6,228050.0,130797.23,18425.306
2017,1,3,10,"Aerospace, Defense & Marine",Americas,915,55 Wire,349039.586,89155.69,19894.75
2016,1,3,11,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,48.0,63172.04,18968.041
2019,3,9,39,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,15011.706,374024.63,21272.448
2018,1,3,13,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,16026.373,319063.38,20819.269
2021,1,3,12,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,226211.0,434970.65,24349.121
2021,4,10,43,"Aerospace, Defense & Marine",Americas,088,G Series Products,130190.0,328083.86,23550.42
2022,1,3,13,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,27723.18,150947.62,26144.956
2022,3,9,38,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,357791.0,195187.89,25248.476
2021,4,10,41,"Aerospace, Defense & Marine",Americas,299,Box Connectors,4208.0,36634.02,23550.42
2022,4,12,51,"Aerospace, Defense & Marine",Americas,257,ARINC Products,23610.0,26520.02,25723.941
2022,2,4,15,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,1265.0,108933.16,24740.48
2022,1,3,12,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,3816.0,73954.03,26144.956
2021,1,2,5,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,1184.0,137689.0,24349.121
2021,2,4,14,"Aerospace, Defense & Marine",Americas,915,55 Wire,156832.408,59060.76,22313.85
2021,2,4,15,"Aerospace, Defense & Marine",Americas,JD2,369,3242.0,29636.08,22313.85
2021,4,10,40,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,90.0,59495.14,23550.42
2021,4,11,48,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,4795.0,40822.84,23550.42
2021,2,5,21,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,33834.324,229892.52,22313.85
2021,2,4,15,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,13133.0,147992.14,22313.85
2021,3,9,36,"Aerospace, Defense & Marine",Americas,914,55 Cable,239581.638,236982.18,23046.934
2022,4,12,53,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,7748.0,618993.37,25723.941
2022,3,9,39,"Aerospace, Defense & Marine",Americas,912,44 Cable,218477.592,123391.76,25248.476
2022,3,7,29,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,26056.0,198185.37,25248.476
2022,4,10,40,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,2082.0,12015.28,25723.941
2015,2,4,15,"Aerospace, Defense & Marine",Americas,JD8,Signal,652586.0,119045.51,17991.348
2015,4,11,45,"Aerospace, Defense & Marine",Americas,JD8,Signal,584404.0,144295.67,18306.96
2017,4,11,48,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,42685.0,290178.94,19561.896
2015,4,10,40,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,9828.0,194765.79,18306.96
2016,3,8,35,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,8392.0,59039.21,18611.617
2016,4,11,45,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,403.0,26412.46,18775.459
2017,2,4,16,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,142.0,88448.8,19148.194
2015,1,2,6,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,-14.0,-2285.79,18332.079
2019,1,2,5,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,956.0,208684.14,21706.532
2019,2,5,19,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,59317.433,318031.18,21013.085
2017,2,4,14,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,2556.967,82659.69,19148.194
2019,3,8,34,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,12683.642,105607.36,21272.448
2016,2,5,19,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,75.0,7886.02,18425.306
2016,4,12,49,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,4600.956,45733.04,18775.459
2019,3,7,30,"Aerospace, Defense & Marine",Americas,914,55 Cable,535801.765,907319.18,21272.448
2017,1,2,7,"Aerospace, Defense & Marine",Americas,914,55 Cable,371318.33,313790.57,19894.75
2019,4,11,46,"Aerospace, Defense & Marine",Americas,914,55 Cable,472877.237,664362.47,21531.839
2017,1,1,1,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,189090.0,130119.82,19894.75
2015,1,2,9,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,9167.0,121626.64,18332.079
2016,3,7,28,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,3979.0,51334.96,18611.617
2021,1,1,1,"Aerospace, Defense & Marine",Americas,K79,Rochester EOP,1.0,17435.0,24349.121
2021,4,11,45,"Aerospace, Defense & Marine",Americas,V45,Cable Actuated (String Pots),0.0,-23.56,23550.42
2021,2,4,16,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,2852.0,29890.37,22313.85
2021,2,6,26,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,5639.0,71066.86,22313.85
2021,3,9,39,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,4014.0,107939.78,23046.934
2021,2,4,14,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,184.0,22737.0,22313.85
2021,1,2,7,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,20285.0,44607.02,24349.121
2021,3,8,33,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,262.0,20123.29,23046.934
2021,4,11,46,"Aerospace, Defense & Marine",Americas,915,55 Wire,374623.279,138243.25,23550.42
2021,2,5,18,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,136.0,322930.08,22313.85
2022,1,1,3,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,20734.0,164145.2,26144.956
2020,3,8,35,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,3186.0,111475.76,19636.731
2020,2,5,22,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,24795.0,871589.64,21538.032
2020,2,5,22,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,2734.0,298429.14,21538.032
2020,4,10,43,"Aerospace, Defense & Marine",Americas,914,55 Cable,682303.003,742511.58,21362.428
2020,2,5,21,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,18721.915,102952.88,21538.032
2020,1,3,13,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,2670.0,44004.51,21704.706
2021,3,9,37,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,5998.0,32621.79,23046.934
2021,1,2,6,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,8691.0,47717.64,24349.121
2021,1,2,9,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,218724.0,156419.88,24349.121
2021,1,3,13,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,138.0,110206.46,24349.121
2021,3,9,36,"Aerospace, Defense & Marine",Americas,088,G Series Products,10002.0,16768.21,23046.934
2021,1,2,9,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,53472.0,175427.32,24349.121
2021,1,2,7,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,2134.0,13054.33,24349.121
2021,3,7,29,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,78594.509,113220.05,23046.934
2021,2,6,25,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,77870.304,99658.54,22313.85
2021,1,1,3,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,20926.349,56964.2,24349.121
2021,4,11,47,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,13170.0,58463.8,23550.42
2021,3,7,29,"Aerospace, Defense & Marine",Americas,JC3,Engine,1543.0,54660.33,23046.934
2021,2,5,19,"Aerospace, Defense & Marine",Americas,JC3,Engine,1290.0,48279.72,22313.85
2021,1,2,6,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,2051.0,55786.24,24349.121
2021,1,3,10,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,319.0,76676.2,24349.121
2022,2,4,16,"Aerospace, Defense & Marine",Americas,JD8,Signal,1216207.0,214581.18,24740.48
2022,1,1,2,"Aerospace, Defense & Marine",Americas,JD8,Signal,1359288.0,170115.96,26144.956
2022,1,2,9,"Aerospace, Defense & Marine",Americas,257,ARINC Products,16234.0,123552.19,26144.956
2015,1,1,1,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,10346.0,183560.25,18332.079
2015,1,1,2,"Aerospace, Defense & Marine",Americas,088,G Series Products,87706.0,86919.98,18332.079
2016,4,12,53,"Aerospace, Defense & Marine",Americas,088,G Series Products,60349.0,99262.33,18775.459
2018,4,11,47,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,34827.0,321715.79,20687.278
2018,4,12,51,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,5978.0,25501.83,20687.278
2018,2,4,17,"Aerospace, Defense & Marine",Americas,088,G Series Products,155350.0,407763.28,20155.486
2016,4,11,44,"Aerospace, Defense & Marine",Americas,088,G Series Products,32120.0,44752.81,18775.459
2017,3,8,32,"Aerospace, Defense & Marine",Americas,085,Miscellaneous Military Type Products,4306.0,-41559.77,19304.506
2017,3,9,37,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,9263.0,215323.63,19304.506
2016,1,2,7,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,3273.8,284655.19,18968.041
2019,4,12,49,"Aerospace, Defense & Marine",Americas,088,G Series Products,47000.0,105450.21,21531.839
2019,3,9,36,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,2376.0,329907.48,21272.448
2019,2,4,16,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,5221.0,150980.7,21013.085
2019,3,7,30,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,6467.0,198224.53,21272.448
2017,3,7,27,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,-5.0,-2517.5,19304.506
2018,4,11,44,"Aerospace, Defense & Marine",Americas,547,MTC Solder,471.0,16507.03,20687.278
2017,3,7,27,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,396.0,26635.6,19304.506
2017,1,3,12,"Aerospace, Defense & Marine",Americas,JD8,Signal,2206809.0,424406.97,19894.75
2018,1,2,7,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,446.0,31485.93,20819.269
2017,2,6,23,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,300.0,48025.5,19148.194
2017,1,3,10,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,2226.0,82475.66,19894.75
2019,1,2,6,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,38958.447,198871.6,21706.532
2019,1,1,2,"Aerospace, Defense & Marine",Americas,JD8,Signal,1455099.0,243247.48,21706.532
2016,2,4,15,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,669357.0,435220.09,18425.306
2016,4,10,41,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,1819.0,14812.61,18775.459
2022,4,12,53,"Aerospace, Defense & Marine",Americas,D49,Mid Range Relays DRI,277869.0,283172.07,25723.941
2021,2,6,24,"Aerospace, Defense & Marine",Americas,JD2,369,5988.0,23161.56,22313.85
2021,3,9,36,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,5844.0,33270.67,23046.934
2021,2,5,22,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,806674.0,676716.65,22313.85
2021,2,5,21,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,1202.0,72980.0,22313.85
2021,2,5,22,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,544.0,22689.0,22313.85
2021,1,2,6,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,1403.0,32014.58,24349.121
2021,2,6,26,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,380.0,121352.37,22313.85
2021,1,2,5,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,19292.665,148669.99,24349.121
2022,4,10,43,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,6684.0,305017.46,25723.941
2022,1,2,8,"Aerospace, Defense & Marine",Americas,912,44 Cable,117793.313,76184.17,26144.956
2022,2,6,23,"Aerospace, Defense & Marine",Americas,915,55 Wire,470093.675,132665.05,24740.48
2022,1,3,13,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,310.0,53425.88,26144.956
2020,1,2,5,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,48489.54,253967.51,21704.706
