fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,CSENT,Interest_rate,Inflation
2018,4,12,50,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,21489839.0,414905.82,20687.278,98.3,3.0,2.46437
2019,2,6,26,Appliances,Americas,095,Appliance Connectors,507000.0,53199.51,21013.085,98.2,3.0,2.421751
2019,4,10,43,Appliances,Americas,095,Appliance Connectors,440395.0,41234.52,21531.839,95.5,2.25,2.733341
2017,1,1,3,Appliances,Americas,Z27,Relay T92,4080.0,9892.8,19894.75,98.5,1.25,2.661562
2015,1,2,9,Appliances,Americas,239,MICRO MATE-N-LOK,689020.0,47338.85,18332.079,95.4,0.75,1.9819969
2016,4,11,44,Appliances,Americas,223,AMPLIVAR,5517025.0,30110.93,18775.459,93.8,1.0,2.5258013
2016,4,12,49,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2104250.0,244248.89,18775.459,98.2,1.25,2.594944
2015,3,9,39,Appliances,Americas,G31,VAL-U-LOK,1339741.0,36220.64,18193.707,87.2,0.75,2.279431
2015,2,6,23,Appliances,Americas,G59,Appliance Miniature PCB Relays,26503.0,6930.63,17991.348,96.1,0.75,2.1147326
2015,2,4,16,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2225770.0,203922.43,17991.348,95.9,0.75,2.0631236
2015,4,12,52,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,4085809.0,263024.08,18306.96,92.6,1.0,2.4436874
2015,3,8,34,Appliances,Americas,100,Economy Power,1116364.0,28386.69,18193.707,91.9,0.75,2.1802398
2016,3,9,38,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,13049487.0,555131.74,18611.617,91.2,1.0,2.6321032
2018,3,7,29,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2277742.0,321903.21,20470.197,97.9,2.5,2.519634
2016,1,3,11,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,16859135.0,595742.0,18968.041,91.0,1.0,2.531878
2017,3,7,28,Appliances,Americas,103,MTA & SL 156,3021838.0,115083.04,19304.506,93.4,1.75,2.146769
2015,4,10,41,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,24706850.0,493968.69,18306.96,90.0,0.75,2.3462109
2018,2,5,21,Appliances,Americas,223,AMPLIVAR,9541259.0,136481.49,20155.486,98.0,2.25,2.544991
2016,1,1,3,Appliances,Americas,327,Positive Lock,2655740.0,72960.37,18968.041,92.0,1.0,2.4667222
2017,2,5,18,Appliances,Americas,212,Open Barrel Rings & Spades,4579980.0,89107.87,19148.194,97.1,1.5,2.155911
2018,2,6,23,Appliances,Americas,217,Ultra-Fast,8636530.0,408848.7,20155.486,98.2,2.5,2.553219
2016,1,1,4,Appliances,Americas,213,Miscellaneous Open Barrel Products,3875800.0,52875.49,18968.041,92.0,1.0,2.4667222
2018,4,10,42,Appliances,Americas,607,DW-All Other Dual Wall,1783405.192,341691.21,20687.278,98.6,2.75,2.414988
2017,1,2,7,Appliances,Americas,094,"Pins, Plugs and Receptacles",1197760.0,16777.66,19894.75,96.3,1.25,2.67446
2016,1,2,9,Appliances,Americas,JJ4,RAST 5 non-IDC,1324217.0,71023.15,18968.041,91.7,1.0,2.5442092
2019,4,11,47,Appliances,Americas,212,Open Barrel Rings & Spades,4731179.0,104620.41,21531.839,96.8,2.25,2.768217
2019,4,12,51,Appliances,Americas,607,DW-All Other Dual Wall,1308126.464,237278.21,21531.839,99.3,2.25,2.746361
2017,2,6,24,Appliances,Americas,607,DW-All Other Dual Wall,392962.646,235920.67,19148.194,95.0,1.75,2.13853
2015,2,6,24,Appliances,Americas,JJ4,RAST 5 non-IDC,1208472.0,81880.33,17991.348,96.1,0.75,2.1147326
2017,2,4,16,Appliances,Americas,213,Miscellaneous Open Barrel Products,2515000.0,38459.75,19148.194,97.0,1.5,2.25217
2017,1,2,9,Appliances,Americas,715,Polyolefins ETC,3839411.12,181103.43,19894.75,96.3,1.25,2.67446
2019,3,9,37,Appliances,Americas,715,Polyolefins ETC,2339595.622,306876.69,21272.448,93.2,2.5,2.606767
2019,2,4,17,Appliances,Americas,217,Ultra-Fast,6996009.0,325598.58,21013.085,97.2,3.0,2.407927
2018,2,6,24,Appliances,Americas,223,AMPLIVAR,6449898.0,77792.57,20155.486,98.2,2.5,2.553219
2017,4,11,48,Appliances,Americas,212,Open Barrel Rings & Spades,7028070.0,127619.93,19561.896,98.5,1.75,2.115031
2019,1,2,8,Appliances,Americas,212,Open Barrel Rings & Spades,3823849.0,97081.51,21706.532,93.8,3.0,2.376648
2018,4,11,46,Appliances,Americas,213,Miscellaneous Open Barrel Products,5479010.0,74609.31,20687.278,97.5,2.75,2.476794
2019,3,8,32,Appliances,Americas,213,Miscellaneous Open Barrel Products,3563391.0,43873.02,21272.448,89.8,2.75,2.629246
2018,3,7,29,Appliances,Americas,607,DW-All Other Dual Wall,720510.113,273913.14,20470.197,97.9,2.5,2.519634
2018,3,8,32,Appliances,Americas,JJ4,RAST 5 non-IDC,1868940.0,108916.45,20470.197,96.2,2.5,2.432878
2015,3,7,30,Appliances,Americas,094,"Pins, Plugs and Receptacles",2045045.0,90628.84,18193.707,93.1,0.75,2.1414477
2015,4,11,47,Appliances,Americas,JJ4,RAST 5 non-IDC,1430821.0,77043.65,18306.96,91.3,0.75,2.4052606
2015,2,4,15,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,3131427.0,158114.19,17991.348,95.9,0.75,2.0631236
2015,1,2,6,Appliances,Americas,G31,VAL-U-LOK,1223054.0,35818.18,18332.079,95.4,0.75,1.9819969
2018,4,12,50,Appliances,Americas,G59,Appliance Miniature PCB Relays,98513.0,23604.14,20687.278,98.3,3.0,2.46437
2016,3,9,39,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1933061.0,131892.43,18611.617,91.2,1.0,2.6321032
2016,4,11,44,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,12041057.0,654965.66,18775.459,93.8,1.0,2.5258013
2018,1,2,7,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2194291.0,159815.34,20819.269,99.7,2.0,2.131896
2018,4,12,52,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2333673.0,284287.54,20687.278,98.3,3.0,2.46437
2017,2,6,24,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,11005249.0,449448.95,19148.194,95.0,1.75,2.13853
2019,4,11,47,Appliances,Americas,326,FASTIN-FASTON,894232.0,33039.91,21531.839,96.8,2.25,2.768217
2018,2,6,24,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2169820.0,72122.21,20155.486,98.2,2.5,2.553219
2017,1,2,6,Appliances,Americas,327,Positive Lock,3481808.0,66441.61,19894.75,96.3,1.25,2.67446
2018,3,8,34,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,15042266.0,779000.97,20470.197,96.2,2.5,2.432878
2017,2,6,26,Appliances,Americas,095,Appliance Connectors,755506.0,69626.34,19148.194,95.0,1.75,2.13853
2015,3,8,35,Appliances,Americas,442,Power Key 5.0,549652.0,16227.26,18193.707,91.9,0.75,2.1802398
2015,1,3,12,Appliances,Americas,J35,Power Triple Lock,283253.0,8963.62,18332.079,93.0,0.75,1.9991371
2015,2,5,18,Appliances,Americas,442,Power Key 5.0,288000.0,7613.9,17991.348,90.7,0.75,2.0668869
2017,2,4,17,Appliances,Americas,344,Hermetic Cluster Blocks,1138924.0,37055.33,19148.194,97.0,1.5,2.25217
2017,2,4,17,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,20188301.0,414262.94,19148.194,97.0,1.5,2.25217
2015,3,8,32,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,20555248.0,339305.12,18193.707,91.9,0.75,2.1802398
2015,2,6,24,Appliances,Americas,212,Open Barrel Rings & Spades,7377685.0,176935.67,17991.348,96.1,0.75,2.1147326
2020,3,8,33,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,990800.0,37735.13,19636.731,74.1,0.25,2.288978
2020,4,12,51,Appliances,Americas,G59,Appliance Miniature PCB Relays,56279.0,29385.3,21362.428,80.7,0.25,1.716599
2022,2,6,23,Appliances,Americas,Z27,Relay T92,6960.0,20321.88,24740.48,50.0,,5.422337
2021,4,10,41,Appliances,Americas,607,DW-All Other Dual Wall,116278.0,26172.27,23550.42,71.7,,3.035619
2018,1,3,10,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3020376.0,288513.6,20819.269,101.4,2.25,2.369197
2018,2,5,20,Appliances,Americas,239,MICRO MATE-N-LOK,301857.0,46412.17,20155.486,98.0,2.25,2.544991
2017,4,11,47,Appliances,Americas,442,Power Key 5.0,910800.0,19628.28,19561.896,98.5,1.75,2.115031
2019,1,2,5,Appliances,Americas,G59,Appliance Miniature PCB Relays,74005.0,39667.29,21706.532,93.8,3.0,2.376648
2016,4,11,47,Appliances,Americas,442,Power Key 5.0,781200.0,22033.73,18775.459,93.8,1.0,2.5258013
2015,2,6,23,Appliances,Americas,442,Power Key 5.0,495300.0,13518.44,17991.348,96.1,0.75,2.1147326
2017,1,2,6,Appliances,Americas,442,Power Key 5.0,739200.0,18537.69,19894.75,96.3,1.25,2.67446
2019,1,1,1,Appliances,Americas,Z27,Relay T92,4920.0,13745.76,21706.532,91.2,3.0,2.385533
2016,4,10,43,Appliances,Americas,Z27,Relay T92,24330.0,51732.6,18775.459,87.2,1.0,2.5095184
2016,2,6,26,Appliances,Americas,217,Ultra-Fast,14141481.0,790050.88,18425.306,93.5,1.0,2.5689022
2017,4,10,43,Appliances,Americas,212,Open Barrel Rings & Spades,7029650.0,156310.46,19561.896,100.7,1.75,2.192819
2015,4,12,49,Appliances,Americas,217,Ultra-Fast,6835814.0,270017.79,18306.96,92.6,1.0,2.4436874
2016,4,12,53,Appliances,Americas,094,"Pins, Plugs and Receptacles",2952752.0,96080.77,18775.459,98.2,1.25,2.594944
2017,4,12,49,Appliances,Americas,607,DW-All Other Dual Wall,765097.384,181661.37,19561.896,95.9,2.0,2.125472
2019,1,2,9,Appliances,Americas,607,DW-All Other Dual Wall,1392683.552,424975.17,21706.532,93.8,3.0,2.376648
2019,1,2,6,Appliances,Americas,213,Miscellaneous Open Barrel Products,3724025.0,42402.03,21706.532,93.8,3.0,2.376648
2018,2,4,17,Appliances,Americas,213,Miscellaneous Open Barrel Products,3290368.0,34180.0,20155.486,98.8,2.25,2.493423
2019,2,4,17,Appliances,Americas,094,"Pins, Plugs and Receptacles",3028000.0,71711.21,21013.085,97.2,3.0,2.407927
2016,4,11,44,Appliances,Americas,094,"Pins, Plugs and Receptacles",2216625.0,39164.53,18775.459,93.8,1.0,2.5258013
2017,2,6,25,Appliances,Americas,213,Miscellaneous Open Barrel Products,3191500.0,42970.31,19148.194,95.0,1.75,2.13853
2016,2,4,16,Appliances,Americas,094,"Pins, Plugs and Receptacles",1362010.0,42029.74,18425.306,89.0,1.0,2.537996
2015,4,12,51,Appliances,Americas,JJ4,RAST 5 non-IDC,3050810.0,128400.78,18306.96,92.6,1.0,2.4436874
2019,2,4,15,Appliances,Americas,J35,Power Triple Lock,1303455.0,37636.74,21013.085,97.2,3.0,2.407927
2019,1,2,8,Appliances,Americas,G31,VAL-U-LOK,1200789.0,26816.83,21706.532,93.8,3.0,2.376648
2018,1,2,8,Appliances,Americas,G31,VAL-U-LOK,1032700.0,18325.1,20819.269,99.7,2.0,2.131896
2017,4,12,52,Appliances,Americas,518,AMP Univ. and Power Double Lock,2992030.0,53519.34,19561.896,95.9,2.0,2.125472
2018,1,1,3,Appliances,Americas,J35,Power Triple Lock,2009348.0,79356.31,20819.269,95.7,2.0,2.166305
2019,4,10,42,Appliances,Americas,239,MICRO MATE-N-LOK,804785.0,128619.23,21531.839,95.5,2.25,2.733341
2020,2,4,14,Appliances,Americas,607,DW-All Other Dual Wall,99771.92,-545.12,21538.032,71.8,0.25,2.226352
2022,3,9,37,Appliances,Americas,G31,VAL-U-LOK,1926013.0,90732.15,25248.476,58.6,,6.392795
2020,3,8,34,Appliances,Americas,223,AMPLIVAR,5574660.0,76290.48,19636.731,74.1,0.25,2.288978
2020,3,7,27,Appliances,Americas,G59,Appliance Miniature PCB Relays,49591.0,16639.41,19636.731,72.5,0.25,2.348857
2022,4,10,42,Appliances,Americas,442,Power Key 5.0,1775380.0,136632.61,25723.941,59.9,,6.364809
2022,2,5,22,Appliances,Americas,094,"Pins, Plugs and Receptacles",3496575.0,126406.91,24740.48,58.4,,4.985582
2019,3,8,33,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,3288834.0,152355.89,21272.448,89.8,2.75,2.629246
2017,2,5,20,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2194996.0,221352.09,19148.194,97.1,1.5,2.155911
2018,1,1,1,Appliances,Americas,103,MTA & SL 156,3570439.0,125622.32,20819.269,95.7,2.0,2.166305
2016,4,12,53,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,3639841.0,172151.87,18775.459,98.2,1.25,2.594944
2016,3,7,27,Appliances,Americas,100,Economy Power,1851942.0,42531.01,18611.617,90.0,1.0,2.5758512
2018,3,9,37,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2711658.0,111702.1,20470.197,100.1,2.75,2.461933
2019,2,4,15,Appliances,Americas,100,Economy Power,5626182.0,94068.24,21013.085,97.2,3.0,2.407927
2019,1,2,8,Appliances,Americas,518,AMP Univ. and Power Double Lock,2788725.0,48651.57,21706.532,93.8,3.0,2.376648
2016,2,6,23,Appliances,Americas,213,Miscellaneous Open Barrel Products,3877510.0,53830.19,18425.306,93.5,1.0,2.5689022
2015,1,1,3,Appliances,Americas,217,Ultra-Fast,7926410.0,308457.38,18332.079,98.1,0.75,1.985653
2019,4,12,49,Appliances,Americas,715,Polyolefins ETC,1542619.465,59936.38,21531.839,99.3,2.25,2.746361
2017,3,8,35,Appliances,Americas,715,Polyolefins ETC,2067249.138,246252.25,19304.506,96.8,1.75,2.089832
2018,2,4,17,Appliances,Americas,217,Ultra-Fast,4723650.0,142533.17,20155.486,98.8,2.25,2.493423
2016,2,4,14,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,10043743.0,232634.27,18425.306,89.0,1.0,2.537996
2018,3,9,37,Appliances,Americas,217,Ultra-Fast,7555145.0,315563.73,20470.197,100.1,2.75,2.461933
2018,3,8,34,Appliances,Americas,607,DW-All Other Dual Wall,667481.244,416995.8,20470.197,96.2,2.5,2.432878
2017,4,10,41,Appliances,Americas,213,Miscellaneous Open Barrel Products,4217029.0,56533.38,19561.896,100.7,1.75,2.192819
2019,1,1,1,Appliances,Americas,212,Open Barrel Rings & Spades,6792962.0,111062.02,21706.532,91.2,3.0,2.385533
2020,3,7,28,Appliances,Americas,213,Miscellaneous Open Barrel Products,2642801.0,40638.59,19636.731,72.5,0.25,2.348857
2020,2,6,24,Appliances,Americas,442,Power Key 5.0,1502000.0,37851.33,21538.032,78.1,0.25,2.058146
2020,2,4,17,Appliances,Americas,G59,Appliance Miniature PCB Relays,66006.0,9784.01,21538.032,71.8,0.25,2.226352
2020,2,4,14,Appliances,Americas,766,DW-ES/Auto Splice Seal,116650.0,-28765.58,21538.032,71.8,0.25,2.226352
2021,4,11,45,Appliances,Americas,Z27,Relay T92,559.0,1604.16,23550.42,67.4,,3.21432
2018,3,7,27,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3003288.0,295281.55,20470.197,97.9,2.5,2.519634
2015,1,3,13,Appliances,Americas,100,Economy Power,301172.0,17093.71,18332.079,93.0,0.75,1.9991371
2017,4,10,41,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,29684316.0,546378.58,19561.896,100.7,1.75,2.192819
2017,3,8,32,Appliances,Americas,217,Ultra-Fast,7581220.0,353911.97,19304.506,96.8,1.75,2.089832
2016,1,3,11,Appliances,Americas,344,Hermetic Cluster Blocks,2307400.0,25406.73,18968.041,91.0,1.0,2.531878
2019,1,3,12,Appliances,Americas,326,FASTIN-FASTON,1353185.0,70796.18,21706.532,98.4,3.0,2.399684
2019,3,8,32,Appliances,Americas,212,Open Barrel Rings & Spades,5541268.0,96543.4,21272.448,89.8,2.75,2.629246
2016,2,4,15,Appliances,Americas,094,"Pins, Plugs and Receptacles",1624910.0,46467.41,18425.306,89.0,1.0,2.537996
2015,3,9,36,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,18591787.0,285525.21,18193.707,87.2,0.75,2.279431
2019,1,2,8,Appliances,Americas,327,Positive Lock,2666060.0,62406.47,21706.532,93.8,3.0,2.376648
2015,1,2,8,Appliances,Americas,G59,Appliance Miniature PCB Relays,107500.0,36071.96,18332.079,95.4,0.75,1.9819969
2016,1,2,5,Appliances,Americas,442,Power Key 5.0,352400.0,12102.71,18968.041,91.7,1.0,2.5442092
2018,2,4,15,Appliances,Americas,442,Power Key 5.0,895930.0,29796.57,20155.486,98.8,2.25,2.493423
2016,2,5,21,Appliances,Americas,442,Power Key 5.0,358000.0,10401.7,18425.306,94.7,1.0,2.5711572
2017,3,7,29,Appliances,Americas,G31,VAL-U-LOK,3783530.0,74417.38,19304.506,93.4,1.75,2.146769
2016,1,3,10,Appliances,Americas,518,AMP Univ. and Power Double Lock,2085677.0,57019.07,18968.041,91.0,1.0,2.531878
2016,1,2,8,Appliances,Americas,J35,Power Triple Lock,749750.0,27524.75,18968.041,91.7,1.0,2.5442092
2018,2,4,17,Appliances,Americas,344,Hermetic Cluster Blocks,3373110.0,57440.58,20155.486,98.8,2.25,2.493423
2019,3,9,36,Appliances,Americas,G59,Appliance Miniature PCB Relays,129912.0,36998.34,21272.448,93.2,2.5,2.606767
2019,4,12,50,Appliances,Americas,100,Economy Power,1997570.0,46464.27,21531.839,99.3,2.25,2.746361
2016,1,2,6,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1925269.0,226260.04,18968.041,91.7,1.0,2.5442092
2015,1,3,13,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,8743337.0,572658.65,18332.079,93.0,0.75,1.9991371
2017,1,2,9,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,23608345.0,839233.24,19894.75,96.3,1.25,2.67446
2016,4,11,45,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,1917206.0,57030.55,18775.459,93.8,1.0,2.5258013
2019,2,5,22,Appliances,Americas,766,DW-ES/Auto Splice Seal,1627797.0,170521.79,21013.085,100.0,3.0,2.39723
2019,3,8,35,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1696353.0,138502.24,21272.448,89.8,2.75,2.629246
2018,4,11,45,Appliances,Americas,239,MICRO MATE-N-LOK,1029662.0,53463.07,20687.278,97.5,2.75,2.476794
2017,2,4,16,Appliances,Americas,239,MICRO MATE-N-LOK,863236.0,70510.98,19148.194,97.0,1.5,2.25217
2016,1,2,9,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,828484.0,43041.63,18968.041,91.7,1.0,2.5442092
2016,2,5,21,Appliances,Americas,239,MICRO MATE-N-LOK,725632.0,62516.05,18425.306,94.7,1.0,2.5711572
2016,4,11,44,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,668112.0,46686.24,18775.459,93.8,1.0,2.5258013
2016,1,3,12,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2034962.0,99562.18,18968.041,91.0,1.0,2.531878
2019,3,8,32,Appliances,Americas,G59,Appliance Miniature PCB Relays,119030.0,44523.4,21272.448,89.8,2.75,2.629246
2016,2,4,16,Appliances,Americas,223,AMPLIVAR,6618631.0,55462.85,18425.306,89.0,1.0,2.537996
2015,2,4,15,Appliances,Americas,327,Positive Lock,4244005.0,55006.64,17991.348,95.9,0.75,2.0631236
2015,4,10,40,Appliances,Americas,217,Ultra-Fast,8210920.0,439103.68,18306.96,90.0,0.75,2.3462109
2015,3,8,31,Appliances,Americas,327,Positive Lock,2492116.0,45027.43,18193.707,91.9,0.75,2.1802398
2015,2,5,19,Appliances,Americas,213,Miscellaneous Open Barrel Products,4548610.0,48739.61,17991.348,90.7,0.75,2.0668869
2015,4,12,49,Appliances,Americas,607,DW-All Other Dual Wall,1305915.201,290841.84,18306.96,92.6,1.0,2.4436874
2016,2,6,25,Appliances,Americas,JJ4,RAST 5 non-IDC,1556395.0,64273.78,18425.306,93.5,1.0,2.5689022
2018,1,2,6,Appliances,Americas,212,Open Barrel Rings & Spades,7140255.0,141783.11,20819.269,99.7,2.0,2.131896
2017,3,9,38,Appliances,Americas,094,"Pins, Plugs and Receptacles",923700.0,17310.54,19304.506,95.1,1.75,2.106697
2017,4,10,40,Appliances,Americas,607,DW-All Other Dual Wall,527608.142,158787.97,19561.896,100.7,1.75,2.192819
2019,4,10,40,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,129317.66,21531.839,95.5,2.25,2.733341
2015,1,3,13,Appliances,Americas,607,DW-All Other Dual Wall,398031.487,104498.2,18332.079,93.0,0.75,1.9991371
2015,1,3,11,Appliances,Americas,094,"Pins, Plugs and Receptacles",1490045.0,39560.95,18332.079,93.0,0.75,1.9991371
2015,2,5,21,Appliances,Americas,607,DW-All Other Dual Wall,445644.844,197556.89,17991.348,90.7,0.75,2.0668869
2019,1,3,13,Appliances,Americas,094,"Pins, Plugs and Receptacles",348520.0,11687.54,21706.532,98.4,3.0,2.399684
2019,1,3,10,Appliances,Americas,607,DW-All Other Dual Wall,799944.064,267624.07,21706.532,98.4,3.0,2.399684
2015,1,1,3,Appliances,Americas,213,Miscellaneous Open Barrel Products,3494150.0,40496.54,18332.079,98.1,0.75,1.985653
2016,3,9,39,Appliances,Americas,213,Miscellaneous Open Barrel Products,4002100.0,40636.07,18611.617,91.2,1.0,2.6321032
2018,1,2,8,Appliances,Americas,213,Miscellaneous Open Barrel Products,3215183.0,38778.12,20819.269,99.7,2.0,2.131896
2019,4,12,52,Appliances,Americas,607,DW-All Other Dual Wall,743679.048,168315.78,21531.839,99.3,2.25,2.746361
2016,4,12,50,Appliances,Americas,JJ4,RAST 5 non-IDC,1293500.0,57649.73,18775.459,98.2,1.25,2.594944
2018,4,12,52,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,267344.67,20687.278,98.3,3.0,2.46437
2019,4,11,46,Appliances,Americas,JJ4,RAST 5 non-IDC,1696840.0,73077.4,21531.839,96.8,2.25,2.768217
2016,3,7,29,Appliances,Americas,766,DW-ES/Auto Splice Seal,1307713.4,126213.48,18611.617,90.0,1.0,2.5758512
2021,2,5,22,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,193986.48,22313.85,82.9,0.25,2.623164
2021,1,1,2,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,32171.59,24349.121,79.0,0.25,1.517012
2015,3,9,37,Appliances,Americas,518,AMP Univ. and Power Double Lock,1868656.0,36937.22,18193.707,87.2,0.75,2.279431
2017,4,11,44,Appliances,Americas,518,AMP Univ. and Power Double Lock,2273904.0,39527.39,19561.896,98.5,1.75,2.115031
2019,2,6,25,Appliances,Americas,518,AMP Univ. and Power Double Lock,3008492.0,38212.98,21013.085,98.2,3.0,2.421751
2017,2,6,26,Appliances,Americas,G31,VAL-U-LOK,1323418.0,37027.91,19148.194,95.0,1.75,2.13853
2016,3,8,35,Appliances,Americas,G31,VAL-U-LOK,1153677.0,26882.37,18611.617,89.8,1.0,2.7228064
2018,1,3,10,Appliances,Americas,518,AMP Univ. and Power Double Lock,2454881.0,46828.05,20819.269,101.4,2.25,2.369197
2017,4,10,42,Appliances,Americas,J35,Power Triple Lock,1418150.0,68876.91,19561.896,100.7,1.75,2.192819
2019,2,4,17,Appliances,Americas,518,AMP Univ. and Power Double Lock,2597768.0,59719.69,21013.085,97.2,3.0,2.407927
2019,3,9,38,Appliances,Americas,G31,VAL-U-LOK,1487704.0,39946.48,21272.448,93.2,2.5,2.606767
2015,2,4,14,Appliances,Americas,JJ4,RAST 5 non-IDC,33905.0,6594.43,17991.348,95.9,0.75,2.0631236
2016,4,12,52,Appliances,Americas,J35,Power Triple Lock,1421150.0,59565.99,18775.459,98.2,1.25,2.594944
2016,4,12,50,Appliances,Americas,239,MICRO MATE-N-LOK,312195.0,45797.54,18775.459,98.2,1.25,2.594944
2015,2,5,18,Appliances,Americas,239,MICRO MATE-N-LOK,720750.0,102763.75,17991.348,90.7,0.75,2.0668869
2016,2,6,25,Appliances,Americas,J35,Power Triple Lock,1187470.0,35088.92,18425.306,93.5,1.0,2.5689022
2019,4,12,50,Appliances,Americas,J35,Power Triple Lock,2781181.0,88508.41,21531.839,99.3,2.25,2.746361
2017,3,8,35,Appliances,Americas,J35,Power Triple Lock,1195000.0,24323.95,19304.506,96.8,1.75,2.089832
2018,3,7,28,Appliances,Americas,J35,Power Triple Lock,1880060.0,48743.53,20470.197,97.9,2.5,2.519634
