fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount
2021,2,4,16,Appliances,EMEA,104,MTA 100 & CSTII 100,1162275.000,90075.95
2021,1,3,10,Appliances,EMEA,N05,Timer - Terminals,808150.000,36127.38
2021,3,9,39,Appliances,EMEA,686,Single Wall Fluoropolymers HP,62359.000,56871.00
2021,1,3,13,Appliances,EMEA,Z24,Relay RZ-Series,99900.000,47002.08
2022,3,8,33,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,5061450.000,209390.09
2022,1,3,12,Appliances,EMEA,JJ4,RAST 5 non-IDC,1705860.000,119061.78
2021,3,7,29,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3832950.000,206463.97
2021,4,11,47,Appliances,EMEA,344,Hermetic Cluster Blocks,2674080.000,60321.81
2022,3,9,39,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7236000.000,230796.05
2022,2,6,23,Appliances,EMEA,A07,Faston Power Relays,67596.000,64991.13
2017,2,5,19,Appliances,EMEA,JJ4,RAST 5 non-IDC,2229510.000,135591.07
2021,2,6,23,Appliances,EMEA,686,Single Wall Fluoropolymers HP,24511.000,41914.90
2022,1,1,4,Appliances,EMEA,N02,MQS - Connectors,523500.000,32976.30
2021,4,11,46,Appliances,EMEA,Z24,Relay RZ-Series,682430.000,272096.84
2021,4,10,42,Appliances,EMEA,327,Positive Lock,2022800.000,61503.27
2022,1,3,11,Appliances,EMEA,224,MAG-MATE,3441140.000,78531.22
2022,2,6,24,Appliances,EMEA,327,Positive Lock,6577300.000,92575.98
2021,3,7,30,Appliances,EMEA,JK1,RAST Machines,2.000,132794.71
2022,2,6,23,Appliances,EMEA,N02,MQS - Connectors,576908.000,55088.61
2022,4,12,50,Appliances,EMEA,239,MICRO MATE-N-LOK,404035.000,44493.24
2022,3,7,28,Appliances,EMEA,JK1,RAST Machines,1.000,704.73
2020,1,3,11,Appliances,EMEA,G60,Relay RT-Series,3000.000,1790.90
2020,3,7,27,Appliances,EMEA,A07,Faston Power Relays,3660.000,7794.15
2020,2,5,22,Appliances,EMEA,Z24,Relay RZ-Series,203350.000,89605.08
2022,2,6,26,Appliances,EMEA,N05,Timer - Terminals,280400.000,11115.31
2019,4,12,50,Appliances,EMEA,Z24,Relay RZ-Series,451050.000,190152.89
2019,2,6,25,Appliances,EMEA,G60,Relay RT-Series,40600.000,25958.32
2018,2,5,19,Appliances,EMEA,Z24,Relay RZ-Series,374300.000,162148.45
2015,3,8,34,Appliances,EMEA,Z24,Relay RZ-Series,206715.000,105119.62
2018,4,12,49,Appliances,EMEA,Z24,Relay RZ-Series,207900.000,88711.79
2018,1,3,12,Appliances,EMEA,G60,Relay RT-Series,29258.000,17437.58
2017,2,5,19,Appliances,EMEA,344,Hermetic Cluster Blocks,2142200.000,43699.08
2018,3,7,29,Appliances,EMEA,224,MAG-MATE,3817000.000,97688.36
2017,1,2,7,Appliances,EMEA,224,MAG-MATE,4174000.000,93409.58
2015,1,2,9,Appliances,EMEA,686,Single Wall Fluoropolymers HP,35880.000,24954.26
2017,4,11,44,Appliances,EMEA,686,Single Wall Fluoropolymers HP,494341.000,59693.98
2015,3,8,34,Appliances,EMEA,A07,Faston Power Relays,189862.000,179711.24
2018,4,12,49,Appliances,EMEA,A07,Faston Power Relays,127463.000,125216.63
2019,2,6,25,Appliances,EMEA,A07,Faston Power Relays,88098.000,101797.60
2022,3,9,39,Appliances,EMEA,715,Polyolefins ETC,401853.000,140051.23
2021,1,3,13,Appliances,EMEA,686,Single Wall Fluoropolymers HP,1950.000,1936.76
2022,1,3,13,Appliances,EMEA,104,MTA 100 & CSTII 100,954900.000,70318.28
2022,4,10,43,Appliances,EMEA,405,RAST 2.5 Connectors,5202672.000,299488.16
2021,3,8,32,Appliances,EMEA,405,RAST 2.5 Connectors,6806456.000,324357.23
2022,2,5,22,Appliances,EMEA,326,FASTIN-FASTON,2174500.000,121372.31
2022,2,5,20,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1559341.000,123540.50
2022,1,1,1,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,3033700.000,210865.66
2022,4,12,50,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,7173480.000,243954.71
2022,2,5,18,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,6420372.000,648441.55
2018,3,9,37,Appliances,EMEA,G60,Relay RT-Series,21500.000,14510.92
2017,4,11,45,Appliances,EMEA,686,Single Wall Fluoropolymers HP,14578.400,20088.08
2015,2,4,17,Appliances,EMEA,A07,Faston Power Relays,135110.000,123857.61
2015,3,9,37,Appliances,EMEA,A07,Faston Power Relays,125546.000,132970.43
2018,4,10,41,Appliances,EMEA,A07,Faston Power Relays,107784.000,117862.91
2017,1,2,5,Appliances,EMEA,A07,Faston Power Relays,92052.000,92934.65
2018,1,3,12,Appliances,EMEA,Z24,Relay RZ-Series,134000.000,61861.99
2016,4,10,40,Appliances,EMEA,Z24,Relay RZ-Series,58980.000,29583.49
2016,2,6,25,Appliances,EMEA,G59,Appliance Miniature PCB Relays,201440.000,61353.37
2019,3,8,31,Appliances,EMEA,JJ4,RAST 5 non-IDC,1028520.000,80628.93
2017,1,2,9,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,278350.000,22528.80
2016,2,4,15,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4930693.000,200608.40
2018,3,9,39,Appliances,EMEA,239,MICRO MATE-N-LOK,759849.000,95728.42
2019,1,1,2,Appliances,EMEA,239,MICRO MATE-N-LOK,296655.000,42749.24
2018,2,5,22,Appliances,EMEA,104,MTA 100 & CSTII 100,507300.000,27168.52
2018,3,9,39,Appliances,EMEA,104,MTA 100 & CSTII 100,1025200.000,41735.24
2017,1,1,3,Appliances,EMEA,104,MTA 100 & CSTII 100,188300.000,28572.65
2016,4,12,51,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2881807.000,237085.27
2019,1,1,1,Appliances,EMEA,239,MICRO MATE-N-LOK,650301.000,48682.60
2019,1,2,8,Appliances,EMEA,405,RAST 2.5 Connectors,4419440.000,222559.22
2015,4,10,40,Appliances,EMEA,N05,Timer - Terminals,1292000.000,48798.23
2016,3,7,30,Appliances,EMEA,607,DW-All Other Dual Wall,47240.000,35300.79
2017,3,9,38,Appliances,EMEA,405,RAST 2.5 Connectors,3691040.000,193067.93
2018,3,8,33,Appliances,EMEA,Z24,Relay RZ-Series,671075.000,295093.76
2019,3,8,35,Appliances,EMEA,607,DW-All Other Dual Wall,104581.000,62167.76
2016,3,8,32,Appliances,EMEA,Z24,Relay RZ-Series,261950.000,122345.64
2019,1,2,7,Appliances,EMEA,217,Ultra-Fast,351800.000,35198.44
2018,1,1,3,Appliances,EMEA,607,DW-All Other Dual Wall,87699.000,80400.89
2015,2,6,26,Appliances,EMEA,607,DW-All Other Dual Wall,67864.000,97483.75
2021,2,5,19,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,266000.000,26791.76
2021,2,5,22,Appliances,EMEA,G59,Appliance Miniature PCB Relays,236000.000,58645.44
2021,3,7,30,Appliances,EMEA,N05,Timer - Terminals,1785100.000,72044.74
2022,1,3,13,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,242000.000,35577.06
2020,1,2,7,Appliances,EMEA,394,RAST 5 Connectors,2829910.000,230623.54
2020,3,8,33,Appliances,EMEA,N05,Timer - Terminals,626000.000,24430.20
2020,4,10,42,Appliances,EMEA,217,Ultra-Fast,606000.000,33184.99
2020,2,4,17,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,568600.000,38869.38
2020,1,1,4,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1401400.000,97161.85
2022,1,2,8,Appliances,EMEA,686,Single Wall Fluoropolymers HP,21335.000,28132.74
2020,1,2,6,Appliances,EMEA,327,Positive Lock,972500.000,26869.62
2020,1,3,11,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,756600.000,51534.25
2020,3,9,38,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1250320.000,139476.97
2022,1,1,1,Appliances,EMEA,239,MICRO MATE-N-LOK,731330.000,69532.92
2020,1,2,5,Appliances,EMEA,239,MICRO MATE-N-LOK,319943.000,48550.98
2021,4,10,42,Appliances,EMEA,686,Single Wall Fluoropolymers HP,15210.000,37954.24
2021,3,9,37,Appliances,EMEA,344,Hermetic Cluster Blocks,1352000.000,55840.99
2022,3,8,34,Appliances,EMEA,104,MTA 100 & CSTII 100,522500.000,23554.84
2022,4,11,47,Appliances,EMEA,G60,Relay RT-Series,50025.000,29510.96
2022,1,2,8,Appliances,EMEA,217,Ultra-Fast,667800.000,62870.35
2018,2,5,22,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,9565700.000,311718.57
2019,4,10,43,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3855100.000,211721.79
2017,4,11,44,Appliances,EMEA,N02,MQS - Connectors,222216.000,29346.60
2019,2,4,16,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,884500.000,49182.57
2018,3,9,37,Appliances,EMEA,239,MICRO MATE-N-LOK,533447.000,74910.76
2019,4,10,43,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,421900.000,30768.74
2015,2,6,24,Appliances,EMEA,N05,Timer - Terminals,1152250.000,38650.30
2016,2,5,18,Appliances,EMEA,239,MICRO MATE-N-LOK,546887.000,36696.56
2016,4,12,49,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,660100.000,45672.86
2019,4,11,48,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1134440.000,112065.38
2015,1,1,1,Appliances,EMEA,239,MICRO MATE-N-LOK,378307.000,19822.12
2017,4,11,46,Appliances,EMEA,Z24,Relay RZ-Series,438600.000,197700.28
2019,1,1,3,Appliances,EMEA,715,Polyolefins ETC,835901.920,78075.05
2019,2,5,21,Appliances,EMEA,686,Single Wall Fluoropolymers HP,2430.400,7441.19
2018,4,11,46,Appliances,EMEA,607,DW-All Other Dual Wall,77975.000,47559.11
2016,2,4,15,Appliances,EMEA,G60,Relay RT-Series,145900.000,97002.33
2016,2,5,20,Appliances,EMEA,G59,Appliance Miniature PCB Relays,262020.000,83621.37
2017,2,4,14,Appliances,EMEA,344,Hermetic Cluster Blocks,1953500.000,38207.89
2016,1,2,5,Appliances,EMEA,686,Single Wall Fluoropolymers HP,45750.040,62451.44
2015,4,12,50,Appliances,EMEA,A07,Faston Power Relays,190334.000,177924.38
2019,1,1,3,Appliances,EMEA,A07,Faston Power Relays,43292.000,79925.46
2015,4,10,42,Appliances,EMEA,A07,Faston Power Relays,77558.000,83746.31
2017,3,7,30,Appliances,EMEA,A07,Faston Power Relays,83159.000,142540.69
2017,4,11,46,Appliances,EMEA,394,RAST 5 Connectors,2498204.000,210198.91
2017,1,3,10,Appliances,EMEA,G60,Relay RT-Series,32225.000,22829.73
2018,1,1,3,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2006000.000,141789.54
2018,1,3,11,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,6344850.000,409227.60
2019,1,3,13,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,1507240.000,95167.93
2016,3,8,33,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1820050.000,170391.92
2016,4,11,45,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2076770.000,164415.98
2015,2,4,17,Appliances,EMEA,N05,Timer - Terminals,928350.000,33817.58
2015,1,3,12,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4880510.000,274658.81
2019,3,8,34,Appliances,EMEA,Z34,Relay Special up to 8A,130620.000,31192.09
2018,4,11,47,Appliances,EMEA,Z34,Relay Special up to 8A,94260.000,21446.66
2015,3,9,36,Appliances,EMEA,Z34,Relay Special up to 8A,31770.000,7566.74
2017,3,8,31,Appliances,EMEA,224,MAG-MATE,5448936.000,136755.24
2016,2,6,23,Appliances,EMEA,327,Positive Lock,1993600.000,48750.91
2018,3,8,32,Appliances,EMEA,326,FASTIN-FASTON,2430700.000,96627.80
2015,1,1,4,Appliances,EMEA,217,Ultra-Fast,511800.000,36491.27
2016,1,2,6,Appliances,EMEA,686,Single Wall Fluoropolymers HP,283758.600,83688.85
2022,3,9,36,Appliances,EMEA,686,Single Wall Fluoropolymers HP,23205.000,27145.53
2021,2,4,14,Appliances,EMEA,N05,Timer - Terminals,366800.000,13044.51
2020,4,11,45,Appliances,EMEA,A07,Faston Power Relays,99440.000,66845.47
2020,2,6,23,Appliances,EMEA,JK1,RAST Machines,3.000,12079.45
2021,3,9,38,Appliances,EMEA,N02,MQS - Connectors,438708.000,27960.79
2018,3,8,33,Appliances,EMEA,715,Polyolefins ETC,1169173.000,198953.46
2017,1,1,3,Appliances,EMEA,344,Hermetic Cluster Blocks,1593200.000,43345.96
2015,4,10,42,Appliances,EMEA,686,Single Wall Fluoropolymers HP,12839.800,13986.89
2015,3,9,39,Appliances,EMEA,239,MICRO MATE-N-LOK,1036956.000,38103.44
2015,2,5,22,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,683165.000,45281.50
2016,4,11,45,Appliances,EMEA,N05,Timer - Terminals,231550.000,10140.77
2019,3,8,33,Appliances,EMEA,Z24,Relay RZ-Series,589950.000,263254.84
2019,3,9,36,Appliances,EMEA,N05,Timer - Terminals,897550.000,42076.88
2016,4,11,48,Appliances,EMEA,217,Ultra-Fast,594800.000,30527.26
2020,4,12,50,Appliances,EMEA,JK1,RAST Machines,2.000,44772.53
2020,3,7,30,Appliances,EMEA,G59,Appliance Miniature PCB Relays,109680.000,31849.81
2022,2,5,19,Appliances,EMEA,G59,Appliance Miniature PCB Relays,88000.000,31171.86
2020,3,8,31,Appliances,EMEA,JK1,RAST Machines,6.000,24158.90
2017,1,2,5,Appliances,EMEA,G60,Relay RT-Series,27375.000,15775.17
2016,3,8,35,Appliances,EMEA,344,Hermetic Cluster Blocks,1225300.000,44722.41
2016,3,7,29,Appliances,EMEA,224,MAG-MATE,2978000.000,62189.88
2018,4,11,46,Appliances,EMEA,217,Ultra-Fast,190000.000,19799.90
2016,1,3,10,Appliances,EMEA,715,Polyolefins ETC,282914.920,111865.80
2015,2,5,21,Appliances,EMEA,G59,Appliance Miniature PCB Relays,227880.000,69564.74
2017,3,7,30,Appliances,EMEA,N02,MQS - Connectors,366100.000,37536.81
2015,1,3,13,Appliances,EMEA,N02,MQS - Connectors,18300.000,7124.38
2019,1,2,9,Appliances,EMEA,104,MTA 100 & CSTII 100,517800.000,51091.91
2019,1,3,10,Appliances,EMEA,104,MTA 100 & CSTII 100,508400.000,41874.31
2019,1,3,11,Appliances,EMEA,104,MTA 100 & CSTII 100,477500.000,35695.93
2019,3,9,39,Appliances,EMEA,104,MTA 100 & CSTII 100,551600.000,23873.23
2019,3,7,27,Appliances,EMEA,715,Polyolefins ETC,551359.000,106995.48
2016,4,10,41,Appliances,EMEA,217,Ultra-Fast,144800.000,7071.13
2018,2,5,21,Appliances,EMEA,607,DW-All Other Dual Wall,248630.600,141690.07
2018,3,9,36,Appliances,EMEA,344,Hermetic Cluster Blocks,2652500.000,49435.17
2017,4,10,41,Appliances,EMEA,326,FASTIN-FASTON,1979800.000,87904.40
2018,4,10,43,Appliances,EMEA,326,FASTIN-FASTON,1594700.000,65834.30
2015,4,11,45,Appliances,EMEA,715,Polyolefins ETC,193758.607,64966.32
2016,3,7,30,Appliances,EMEA,JJ4,RAST 5 non-IDC,1846630.000,104319.86
2018,2,4,17,Appliances,EMEA,217,Ultra-Fast,575000.000,31140.43
2020,1,1,2,Appliances,EMEA,G60,Relay RT-Series,25300.000,20892.63
2022,2,5,21,Appliances,EMEA,G60,Relay RT-Series,81000.000,42924.07
2018,3,7,29,Appliances,EMEA,607,DW-All Other Dual Wall,26989.000,45885.28
2015,2,4,16,Appliances,EMEA,715,Polyolefins ETC,227110.249,89240.55
2019,4,11,46,Appliances,EMEA,607,DW-All Other Dual Wall,42365.000,44553.95
2019,2,4,14,Appliances,EMEA,224,MAG-MATE,6131500.000,124463.43
2019,1,2,5,Appliances,EMEA,G59,Appliance Miniature PCB Relays,231330.000,64187.51
2018,3,8,33,Appliances,EMEA,224,MAG-MATE,4729500.000,122287.93
2019,2,5,22,Appliances,EMEA,607,DW-All Other Dual Wall,151200.000,83513.82
2019,1,2,9,Appliances,EMEA,607,DW-All Other Dual Wall,100277.000,-37605.82
2018,3,9,39,Appliances,EMEA,607,DW-All Other Dual Wall,141899.000,83627.39
2020,2,4,14,Appliances,EMEA,G60,Relay RT-Series,7450.000,6179.46
2018,2,5,19,Appliances,EMEA,686,Single Wall Fluoropolymers HP,4308.000,-43114.52
2015,4,11,48,Appliances,EMEA,Z34,Relay Special up to 8A,184830.000,48623.70
2022,1,3,11,Appliances,EMEA,394,RAST 5 Connectors,2951720.000,259748.51
2020,1,2,9,Appliances,EMEA,N02,MQS - Connectors,441900.000,46601.18
2020,3,8,31,Appliances,EMEA,G60,Relay RT-Series,16500.000,11590.43
2020,3,8,31,Appliances,EMEA,G59,Appliance Miniature PCB Relays,100000.000,32762.24
2022,3,7,29,Appliances,EMEA,686,Single Wall Fluoropolymers HP,36154.000,32699.93
2022,1,3,11,Appliances,EMEA,686,Single Wall Fluoropolymers HP,94755.000,93882.03
2022,3,7,29,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7800500.000,218154.72
2022,3,9,38,Appliances,EMEA,326,FASTIN-FASTON,1744930.000,109788.85
2021,3,8,33,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,5592701.000,259162.23
2015,2,5,19,Appliances,EMEA,686,Single Wall Fluoropolymers HP,104655.000,114491.02
2018,3,7,29,Appliances,EMEA,G60,Relay RT-Series,14500.000,7696.61
2019,2,5,20,Appliances,EMEA,104,MTA 100 & CSTII 100,1258500.000,63649.06
2018,3,8,32,Appliances,EMEA,A07,Faston Power Relays,123627.000,114069.42
2019,1,3,12,Appliances,EMEA,A07,Faston Power Relays,27344.000,64752.60
2019,4,12,52,Appliances,EMEA,A07,Faston Power Relays,85856.000,93256.21
2016,4,10,43,Appliances,EMEA,A07,Faston Power Relays,63652.000,61491.37
2015,1,1,2,Appliances,EMEA,G59,Appliance Miniature PCB Relays,203680.000,61300.90
2018,1,2,6,Appliances,EMEA,G59,Appliance Miniature PCB Relays,150980.000,44998.64
2016,1,1,4,Appliances,EMEA,G60,Relay RT-Series,71150.000,45680.16
2015,4,11,47,Appliances,EMEA,A07,Faston Power Relays,76384.000,84709.06
2019,3,8,34,Appliances,EMEA,686,Single Wall Fluoropolymers HP,4134.000,7056.93
2015,1,1,1,Appliances,EMEA,G59,Appliance Miniature PCB Relays,78000.000,24219.81
2019,4,10,43,Appliances,EMEA,Z34,Relay Special up to 8A,108960.000,26469.73
2018,4,12,52,Appliances,EMEA,Z34,Relay Special up to 8A,162540.000,39279.97
2016,1,3,13,Appliances,EMEA,JJ4,RAST 5 non-IDC,370680.000,18951.15
2018,1,3,11,Appliances,EMEA,686,Single Wall Fluoropolymers HP,5835.000,33107.67
2018,1,3,10,Appliances,EMEA,715,Polyolefins ETC,275201.800,136370.51
2018,3,7,30,Appliances,EMEA,G59,Appliance Miniature PCB Relays,256000.000,79338.48
2017,3,7,28,Appliances,EMEA,686,Single Wall Fluoropolymers HP,4961.000,13553.51
2021,3,8,34,Appliances,EMEA,Z34,Relay Special up to 8A,67740.000,18242.34
2021,3,8,33,Appliances,EMEA,G60,Relay RT-Series,55500.000,27393.48
2021,1,2,8,Appliances,EMEA,Z34,Relay Special up to 8A,153270.000,38333.47
2021,3,7,30,Appliances,EMEA,715,Polyolefins ETC,398917.000,75324.08
2021,4,10,43,Appliances,EMEA,N05,Timer - Terminals,1786950.000,78008.34
2021,1,3,13,Appliances,EMEA,607,DW-All Other Dual Wall,65665.000,35488.63
2020,1,2,7,Appliances,EMEA,N05,Timer - Terminals,705900.000,33322.70
2020,4,10,40,Appliances,EMEA,394,RAST 5 Connectors,4179448.000,349029.42
2018,3,7,30,Appliances,EMEA,104,MTA 100 & CSTII 100,1331700.000,70760.47
2019,2,4,15,Appliances,EMEA,327,Positive Lock,1821300.000,51163.57
2018,2,6,25,Appliances,EMEA,327,Positive Lock,2949350.000,53692.83
2017,2,6,24,Appliances,EMEA,327,Positive Lock,1352500.000,41418.81
2018,3,7,29,Appliances,EMEA,217,Ultra-Fast,334600.000,30982.18
2017,3,9,38,Appliances,EMEA,G59,Appliance Miniature PCB Relays,258500.000,71194.95
2019,4,10,40,Appliances,EMEA,224,MAG-MATE,3676850.000,88407.18
2016,1,2,6,Appliances,EMEA,G60,Relay RT-Series,60400.000,38194.32
2015,3,8,32,Appliances,EMEA,A07,Faston Power Relays,86686.000,86960.24
2017,1,1,1,Appliances,EMEA,224,MAG-MATE,4528344.000,144492.58
2017,1,2,6,Appliances,EMEA,686,Single Wall Fluoropolymers HP,80237.000,31987.51
2017,3,8,35,Appliances,EMEA,A07,Faston Power Relays,113523.000,123487.61
2017,4,12,51,Appliances,EMEA,A07,Faston Power Relays,159442.000,151895.06
2016,4,11,46,Appliances,EMEA,A07,Faston Power Relays,60386.000,81699.30
2019,4,10,41,Appliances,EMEA,A07,Faston Power Relays,40648.000,44737.54
2016,4,11,46,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6707000.000,148074.76
2016,1,1,3,Appliances,EMEA,104,MTA 100 & CSTII 100,612250.000,39255.91
2016,4,12,50,Appliances,EMEA,715,Polyolefins ETC,259955.000,130856.92
2019,4,10,42,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,3864500.000,78717.28
2015,1,2,6,Appliances,EMEA,327,Positive Lock,1325650.000,32336.14
2016,1,2,6,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4873570.000,177225.58
2017,4,10,43,Appliances,EMEA,344,Hermetic Cluster Blocks,5017000.000,111080.39
2016,3,8,31,Appliances,EMEA,N05,Timer - Terminals,550200.000,20368.99
2016,3,8,34,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,319120.000,7534.48
2019,1,3,12,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2497740.000,171538.96
2015,4,11,44,Appliances,EMEA,239,MICRO MATE-N-LOK,213514.000,49888.21
2017,1,2,7,Appliances,EMEA,Z24,Relay RZ-Series,798125.000,372512.99
2016,2,5,19,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1593800.000,127503.11
2015,4,11,47,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,627300.000,29362.69
2018,4,10,43,Appliances,EMEA,N05,Timer - Terminals,698200.000,28853.08
2019,3,8,32,Appliances,EMEA,405,RAST 2.5 Connectors,4524256.000,231142.33
2016,2,4,14,Appliances,EMEA,239,MICRO MATE-N-LOK,114052.000,28303.60
2015,3,7,30,Appliances,EMEA,344,Hermetic Cluster Blocks,1188500.000,54753.76
2017,1,1,4,Appliances,EMEA,217,Ultra-Fast,300400.000,24830.39
2015,1,1,2,Appliances,EMEA,217,Ultra-Fast,349500.000,19869.53
2019,4,10,43,Appliances,EMEA,217,Ultra-Fast,234000.000,18196.77
2018,2,4,14,Appliances,EMEA,715,Polyolefins ETC,417567.953,131032.80
2018,1,3,11,Appliances,EMEA,104,MTA 100 & CSTII 100,639400.000,34356.91
2016,2,4,15,Appliances,EMEA,104,MTA 100 & CSTII 100,550700.000,44632.20
2015,3,7,30,Appliances,EMEA,N02,MQS - Connectors,186500.000,21486.36
2017,1,1,4,Appliances,EMEA,N02,MQS - Connectors,373080.000,39011.59
2017,2,5,19,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4307900.000,233797.40
2018,2,6,25,Appliances,EMEA,217,Ultra-Fast,142600.000,9615.09
2018,1,1,4,Appliances,EMEA,344,Hermetic Cluster Blocks,1736450.000,42735.00
2017,3,8,31,Appliances,EMEA,Z34,Relay Special up to 8A,124980.000,29654.85
2019,4,12,50,Appliances,EMEA,N02,MQS - Connectors,263380.000,22312.33
2018,4,10,41,Appliances,EMEA,239,MICRO MATE-N-LOK,729069.000,50632.63
2018,4,11,45,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1634153.000,95366.09
2019,2,6,25,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1410950.000,123371.72
2018,1,2,9,Appliances,EMEA,N05,Timer - Terminals,988000.000,46798.09
2015,1,2,5,Appliances,EMEA,N05,Timer - Terminals,536700.000,24745.41
2019,1,1,4,Appliances,EMEA,N05,Timer - Terminals,1105100.000,36035.55
2017,4,10,41,Appliances,EMEA,N05,Timer - Terminals,1230700.000,48164.78
2015,2,5,21,Appliances,EMEA,N05,Timer - Terminals,848200.000,24431.62
2018,3,7,27,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,663500.000,27147.36
2016,2,4,14,Appliances,EMEA,217,Ultra-Fast,186000.000,15471.71
2017,2,6,24,Appliances,EMEA,217,Ultra-Fast,708100.000,50621.43
2016,4,12,49,Appliances,EMEA,405,RAST 2.5 Connectors,5609408.000,292869.44
2015,2,4,15,Appliances,EMEA,607,DW-All Other Dual Wall,55587.000,72980.43
2019,4,10,43,Appliances,EMEA,Z24,Relay RZ-Series,350500.000,153264.78
